POR_2049;로렌수-마르케스;;;;;;;;;;;;;;
ZUL_2113;나탈-줄루란드;;;;;;;;;;;;;;
ENG_2078;헤레로란트;;;;;;;;;;;;;;
ENG_2132;남부대서양제도;;;;;;;;;;;;;;
ENG_2125;인도양지역;;;;;;;;;;;;;;
MAD_2117;남부 마다가스카르;;;;;;;;;;;;;;
MAD_2121;북부 마다가스카르;;;;;;;;;;;;;;
sioux_nation_title;다코타 부족연합;;;;;;;;;;;;;
sioux_nation_name;다코타 부족연합;;;;;;;;;;;;;
sioux_nation_desc;다코타족은 미국 정착민과 군인의 침략에게서 조상의 땅을 지키려 합니다. 이들은 워싱턴의 약속 파기에 분노하며, 서방의 식민화를 저지하고자 격렬하게 싸울 것입니다.;;;;;;;;;;;;;
sioux_nation_army;다코타 매파;;;;;;;;;;;;;
apache_title;아파치;;;;;;;;;;;;;
apache_name;아파치;;;;;;;;;;;;;
apache_desc;아파치족은 미국 정착민과 군인의 침략에게서 조상의 땅을 지키려 합니다. 이들은 워싱턴의 약속 파기에 분노하며, 서방의 식민화를 저지하고자 격렬하게 싸울 것입니다.;;;;;;;;;;;;;
apache_army;아파치 매파;;;;;;;;;;;;;
EVTNAME160001;태평천국의 난;;;;;;;;;;;;;
EVTDESC160001;대반란이 하늘에서 닥쳤습니다.;;;;;;;;;;;;;;
EVTOPTA160001;박살낸다!;;;;;;;;;;;;;;
EVTOPTB160001;멸만흥한.;;;;;;;;;;;;;;
EVTNAME160502;반만주족 정서;;;;;;;;;;;;;;
EVTDESC160502;폐하, 관료들이 불만의 고조에서 나아가 만주족 왕조를 향한 적대감마저 감지하고 있습니다. 도시와 항구에 있는 수치스러운 외국 악마의 존재가 이러한 정서를 격앙시킬 것입니다. 어덯게 대응해야 할까요?;;;;;;;;;;;;;;
EVTOPTA160502;군사력을 과시한다.;;;;;;;;;;;;;;
EVTOPTB160502;말 같지도 않은 소리로 내 시간을 뺏지 말라!;;;;;;;;;;;;;;
EVTNAME90902;중국의 붕괴;;;;;;;;;;;;;;
EVTDESC90902;중국이 분열했습니다;;;;;;;;;;;;;;
EVTOPTA90902;해방이다!;;;;;;;;;;;;;;
EVTNAME90040;세포이 항쟁;;;;;;;;;;;;;;
EVTDESC90040;인도가 반란을 일으켰습니다!;;;;;;;;;;;;;;
EVTOPTA90040;문제가 생겼군.;.;;;;;;;;;;;;;
CRISIS_DESCRIPTION_LIBERATION;Crisis over the liberation of $COUNTRY$.;;Konflikt um die Befreiung von $COUNTRY$.;;;;;;;;x;;;;
CRISIS_DESCRIPTION_RECLAIM;Crisis over the return of $COUNTRY$'s rightful territories.;;Konflikt um die Rückgewinnung rechtmäßiger Gebiete von $COUNTRY$.;;;;;;;;x;;;;
CRISIS_ALREADY_TAKEN_SIDE;Already chosen a side;;Bereits eine Seite gewählt;;;;;;;;;;;x;
CRISIS_WAITING_ON_BACKER;Waiting on Great Power Backer;;Wartet auf die Unterstützung der Großmacht;;;;;;;;;;;x;
MUST_BE_CRISIS_SIDE_LEADER;Must be leader of a side in the crisis;;Muss ein Anführer einer Seite in dem Konflikt sein;;;;;;;;;;;x;
CRISIS_ALREADY_TAKEN_SIDE;Already taken side;;Bereits auf eine Seite geschlagen;;;;;;;;;;;x;
CRISIS_OFFERTITLE;Make Offer;;Macht ein Angebot;;;;;;;;;;;x;
CRISIS_OFFER_OFFER;$ACTOR$ offer §Y$WARGOAL$§! to join their side in the current crisis.;;$ACTOR$ bietet §Y$WARGOAL$§!, um sich ihrer Seite in dem momentanen Konflikt anzuschließen.;;;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_SETUP;When we accept joining a side of a crisis;;Wenn wir zustimmen, uns in einem Konflikt einer Seite anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_WE_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_WE_ACCEPT_2;We have joined $ACTOR$ in the current crisis with the following offer:;;Wir haben uns $ACTOR$ im aktuellen Konflikt mit folgendem Angebot angeschlossen:;;;;;;;x;;;;;
CRISIS_OFFER_WE_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_ACCEPT_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_LOG;We joined the current crisis;;Wir sind dem aktuellen Konflikt beigetreten;;;;;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_SETUP;When someone accepts joining our side in a crisis;;Wenn jemand zustimmt, unsere Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_2;We have joined $RECIPIENT$ in the current crisis with the following offer:;;Wir haben uns $RECIPIENT$ im aktuellen Konflikt mit folgendem Angebot angeschlossen:;;;;;;;x;;;;;
CRISIS_OFFER_THEY_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_ACCEPT_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_LOG;$RECIPIENT$ joined us in the current crisis.;;$RECIPIENT$ unterstützt uns im aktuellen Konflikt.;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_SETUP;When someone joins the side of a crisis;;Wenn jemand die im Konflikt befindliche Seite unterstützt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_OTHER_ACCEPT_2;Trouble is brewing;;Ungemach droht;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_3;It seems that $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_4;has decided to join the current crisis;;sich dazu entschlossen hat, dem aktuellen Konflikt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_5;on the side of $ACTOR$;;auf der Seite von $ACTOR$ anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_ACCEPT_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_LOG;$RECIPIENT$ joined in the current crisis.;;$RECIPIENT$ schließt sich dem aktuellen Konflikt an.;;;;;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_SETUP;When we decline to join a side in a crisis;;Wenn wir es ablehnen, uns in diesem Konflikt einer Seite anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_WE_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_WE_DECLINE_2;We have declined to join $ACTOR$ in the current crisis;;Wir haben es abgelehnt, $ACTOR$ im aktuellen Konflikt zu unterstützen;;;;;;;x;;;;;
CRISIS_OFFER_WE_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_DECLINE_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_WE_DECLINE_LOG;We declined to join the current crisis;;Wir haben es abgelehnt, uns dem aktuellen Konflikt anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_SETUP;When someone declines to join our side in a crisis;;Wenn es jemand ablehnt, unsere Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_THEY_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_THEY_DECLINE_2;$RECIPIENT$ declined to join talks over the current crisis.;;$RECIPIENT$ hat den Beitritt zu Gesprächen über den aktuellen Konflikt abgelehnt.;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_DECLINE_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_LOG;$RECIPIENT$ declined to join the current crisis.;;$RECIPIENT$ hat es abgelehnt, sich dem aktuellen Konflikt anzuschließen.;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_SETUP;When someone declines the side of a crisis;;Wenn es jemand ablehnt, die in einem Konflikt befindliche Seite zu wählen;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_OTHER_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_OTHER_DECLINE_2;Things don't seem to be escalating yet.;;Die Dinge scheinen noch nicht außer Kontrolle zu sein.;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_3;It seems that $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_4;has declined to join the current crisis;;es abgelehnt hat, sich dem aktuellen Konflikt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_5;on the side of $ACTOR$;;auf der Seite von $ACTOR$ anzuschließen;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_DECLINE_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
CRISIS_OFFER_OTHER_DECLINE_LOG;$RECIPIENT$ declined to join the current crisis.;;$RECIPIENT$ hat es abgelehnt, sich dem aktuellen Konflikt anzuschließen.;;;;;;;;;;;x;
BACK_CRISISTITLE;Back country in crisis;;Unterstützt das Land im Konflikt;;;;;;;;;;;x;
BACK_CRISIS_OFFER;$ACTOR$ ask us to back their side in the current crisis.;;$ACTOR$ bittet uns, ihre Seite im aktuellen Konflikt zu unterstützen.;;;;;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_SETUP;When we accept backing a side of a crisis;;Wenn wir zustimmen, eine Seite im Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
BACK_CRISIS_WE_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
BACK_CRISIS_WE_ACCEPT_2;We have decided to back $ACTOR$ in the current crisis.;;Wir haben beschlossen, $ACTOR$ in dem aktuellen Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_3;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_WE_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_WE_ACCEPT_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
BACK_CRISIS_WE_ACCEPT_LOG;We backed a side in the current crisis;;Wir haben eine Seite im aktuellen Konflikt unterstützt;;;;;;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_SETUP;When someone accepts backing our side in a crisis;;Wenn jemand zustimmt, unsere Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
BACK_CRISIS_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
BACK_CRISIS_THEY_ACCEPT_2;$RECIPIENT$ has decided to back us in the current crisis.;;$RECIPIENT$ hat beschlossen, uns im aktuellen Konflikt zu unterstützen.;;;;;;;x;;;;;
BACK_CRISIS_THEY_ACCEPT_3;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_THEY_ACCEPT_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
BACK_CRISIS_THEY_ACCEPT_LOG;$RECIPIENT$ backed us in the current crisis.;;$RECIPIENT$ hat uns im aktuellen Konflikt unterstützt.;;;;;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_SETUP;When someone backs the other side of a crisis;;Wenn jemand die andere Seite in einem Konflikt unterstützt;;;;;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
BACK_CRISIS_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
BACK_CRISIS_OTHER_ACCEPT_2;Trouble is brewing;;Ungemach droht;;;;;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_3;It seems that $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_4;has decided to back $ACTOR$ in the current crisis;;sich dazu entschlossen hat, $ACTOR$ im aktuellen Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_OTHER_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_OTHER_ACCEPT_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
BACK_CRISIS_OTHER_ACCEPT_LOG;$RECIPIENT$ joined in the current crisis.;;$RECIPIENT$ ist dem aktuellen Konflikt beigetreten.;;;;;;;;;;;x;
BACK_CRISIS_WE_DECLINE_SETUP;When we decline backing a side of a crisis;;Wenn wir es ablehnen, eine Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_WE_DECLINE_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Exteriores informa;;;;;;;;;x ;
BACK_CRISIS_WE_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
BACK_CRISIS_WE_DECLINE_2;We have declined to back $ACTOR$ in the current crisis;;Wir haben es abgelehnt, $ACTOR$ im aktuellen Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_WE_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_WE_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_WE_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_WE_DECLINE_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
BACK_CRISIS_WE_DECLINE_LOG;We declined to join the current crisis;;Wir haben es abgelehnt, dem aktuellen Konflikt beizutreten;;;;;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_SETUP;When someone declines backing our side in a crisis;;Wenn es jemand ablehnt, unsere Seite in einem Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
BACK_CRISIS_THEY_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
BACK_CRISIS_THEY_DECLINE_2;$RECIPIENT$ declined to back us in the current crisis.;;$RECIPIENT$ hat es abgelehnt, uns im aktuellen Konflikt zu unterstützen.;;;;;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_THEY_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_THEY_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_THEY_DECLINE_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
BACK_CRISIS_THEY_DECLINE_LOG;$RECIPIENT$ declined to back $ACTOR$ in the current crisis.;;$RECIPIENT$ hat es abgelehnt, $ACTOR$ im aktuellen Konflikt zu unterstützen.;;;;;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_SETUP;When someone declines the side of a crisis;;Wenn es jemand ablehnt, die im Konflikt befindliche Seite zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
BACK_CRISIS_OTHER_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
BACK_CRISIS_OTHER_DECLINE_2;Things don't seem to be escalating yet.;;Die Dinge scheinen noch nicht außer Kontrolle zu sein.;;;;;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_3;It seems that $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_4;has declined to back $ACTOR$ in the current crisis;;es abgelehnt hat, $ACTOR$ im aktuellen Konflikt zu unterstützen;;;;;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_OTHER_DECLINE_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BACK_CRISIS_OTHER_DECLINE_BTN3;Go to;Voir;Geht zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
BACK_CRISIS_OTHER_DECLINE_LOG;$RECIPIENT$ declined to back $ACTOR$ in the current crisis.;;$RECIPIENT$ hat es abgelehnt, $ACTOR$ im aktuellen Konflikt zu unterstützen.;;;;;;;;;;;x;
CRISIS_PROGRESS_DESC;When this meter reaches maxiumum the time for diplomacy is over and the crisis will become a war.;;Wenn dieser Zähler das Maximum erreicht, ist die Zeit für Diplomatie vorrüber und der Konflikt wird in einen Krieg ausarten.;;;;;;;;;;;x;
CRISIS_WAITING_DESC;At least one side of the crisis is waiting for a Great Power to support them.;;Wenigstens eine Seite des Konflikts wartet auf die Unterstützung durch eine Großmacht.;;;;;;;;;;;x;
EFFECT_CRISIS_INTEREST;$COUNTRY$ declares interest in the current crisis;;$COUNTRY$ erklärt sein Interesse am aktuellen Konflikt;;;;;;;;;;;x;
EVTNAME20000;An international crisis is brewing!;;Ein internationaler Konflikt brodelt!;;;;;;;;;;;x;
EVTDESC20000;As a great power it is expected of us to assert our position.;;Als Großmacht erwartet man von uns, unsere Position festzulegen.;;;;;;;;;;;x;
EVTOPTA20000;Yes, we are interested in this crisis;;Ja, wir sind an diesem Konflikt interessiert;;;;;;;;;;;x;
EVTOPTB20000;This doesn't concern us;;Das geht uns nichts an;;;;;;;;;;;x;
CRISIS_BACK_DOWN;Propose Solution;;Schlagt eine Lösung vor;;;;;;;;;;;x;
CRISISOFFERDESC;$COUNTRY$ is offering to settle the current crisis in our favor:;;$COUNTRY$ schlägt vor, den Konflikt zu unserem Vorteil beizulegen:;;;;;;;;;;;x;
CRISISDEMANDDESC;$COUNTRY$ is demanding we settle the current crisis in their favor:;;$COUNTRY$ fordert, dass wir den Konflikt zu ihrem Vorteil beilegen:;;;;;;;;;;;x;
crisis_free_peoples;Free people;Libérer la population;Freies Volk;;Liberar pueblo;;;;;;;;;x;
crisis_free_peoples_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;;;;x;
crisis_free_peoples_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ à $RECIPIENT$ pour le rendre à $THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolvérselo a $THIRD$;;;;;;;;;x;
CRISIS_BACK_DOWN_WE_ACCEPT_SETUP;When we accept an offer from the other side in a crisis;;Wenn wir das Angebot der anderen Seite in einem Konflikt akzeptieren;;;;;;;;;;;x;
CRISIS_BACK_DOWN_WE_ACCEPT_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;
CRISIS_BACK_DOWN_WE_ACCEPT_1;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x;
CRISIS_BACK_DOWN_WE_ACCEPT_2;We have accepted an offer to resolve the current crisis from;;Wir haben zugestimmt, ein Angebot zur Beendigung dieses Konflikts von;;;;;;;;;;;x;
CRISIS_BACK_DOWN_WE_ACCEPT_3;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x;
