NATIONALITY_MAJORITY_AT_PROVINCE;[SUB_A7]Y$PROV$[SUB_A7]W 지역의 대다수 문화:;;;;;;;;;;;;;
SPHERE_OF_INFL_GREAT_POWER;[SUB_A7]Y$COUNTRY$[SUB_A7]W 측은 강대국입니다.;;;;;;;;;;;;;
SPHERE_OF_INFL_IS_IN_SPHERE;[SUB_A7]Y$COUNTRY1$[SUB_A7]W 측은 [SUB_A7]Y$COUNTRY2$[SUB_A7]W의 영향권에 속합니다.;;;;;;;;;;;;;
SPHERE_OF_INFL_IS_INFL_BY;[SUB_A7]Y$COUNTRY$[SUB_A7]W 측에 영향력을 투사하는 국가:;;;;;;;;;;;;;
PARTY_LOYALTY_EFFECT_DESC; [SUB_A7]Y$PROV$[SUB_A7]W의 [SUB_A7]Y$PARTY$[SUB_A7]W 애당심: $OPERATOR$ [SUB_A7]Y$VALUE$[SUB_A7]W\n;;;;;;;;;;;;;
PARTY_LOYALTY_EFFECT_OPERATOR_ADD;+;;;;;;;;;;;;;
PARTY_LOYALTY_EFFECT_OPERATOR_MUL;x;;;;;;;;;;;;;
PARTY_LOYALTY_EFFECT_OPERATOR_REM;-;;;;;;;;;;;;;
PARTY_LOYALTY_EFFECT_OPERATOR_SET; ;;;;;;;;;;;;;
PARTY_LOYALTY_DESC_HEADER;[SUB_A7]Y$PROV$[SUB_A7]W 애당심:;;;;;;;;;;;;;
PARTY_LOYALTY_DESC_NEUTRAL;중립;;;;;;;;;;;;;
PARTY_POPULARITY;정당 대중성;;;;;;;;;;;;;
PRICE_HISTORY_TIME_RANGE;지난 $MONTHS$개월 동안의 가격;;;;;;;;;;;;;
party_loyalty_focus;애당심;;;;;;;;;;;;;
fascist_focus;[SUB_A7]Y파쇼주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
reactionary_focus;[SUB_A7]Y반동주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
conservative_focus;[SUB_A7]Y보수주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
socialist_focus;[SUB_A7]Y사회주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
communist_focus;[SUB_A7]Y공산주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
liberal_focus;[SUB_A7]Y자유주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
anarcho_liberal_focus;[SUB_A7]Y아나르코자본주의자[SUB_A7]W 애당심 ;;;;;;;;;;;;;
NATIONAL_FOCUS_PARTY_LOYALTY_DESC;일일 애당심이 [SUB_A7]Y$VAL$[SUB_A7]W 변합니다.;;;;;;;;;;;;;
PARTY_WITH_IDEOLOGY_NOT_EXIST;[SUB_A7]Y$IDEOLOGY$[SUB_A7]W 정당이 없습니다.;;;;;;;;;;;;;
NATIONAL_FOCUS_PARTY_LOYALTY_EFFECT; 국민중심을 통해 $PARTY$ 애당심이 $VAL$ 변합니다.;;;;;;;;;;;;;
SUBSTATE_OF_NOCOLOR;종주국(번국);;;;;;;;;;;;;
SUBSTATE;번국;;;;;;;;;;;;;
SUBSTATE_JOIN_WAR_DESC;측은 [SUB_A7]Y$COUNTRY$[SUB_A7]W의 번국이므로 항상 종주국의 전쟁에 참전합니다.;;;;;;;;;;;;;
IS_NOT_SUBSTATE_OF; 종주국(번국) ≠ ;;;;;;;;;;;;;
IS_SUBSTATE_OF; 종주국(번국) = ;;;;;;;;;;;;;
IS_NOT_SUBSTATE; ≠ 번국;;;;;;;;;;;;;
IS_SUBSTATE; = 번국;;;;;;;;;;;;;
ANY_SUBSTATE; 번국 전체;;;;;;;;;;;;;
acquire_substate_region;번국 주 인수;;;;;;;;;;;;;
acquire_substate_region_desc;적국에 속한 번국이 점유한 [SUB_A7]Y주[SUB_A7]W를 인수합니다.;;;;;;;;;;;;;
acquire_substate_region_short;$STATE$ 인수;;;;;;;;;;;;;
acquire_substate_region_setup;$RECIPIENT$이 점유한 $STATE$ 지방을 인수합니다.;;;;;;;;;;;;;
become_independent;독립;;;;;;;;;;;;;
become_independent_short;$ACTOR$ 독립;;;;;;;;;;;;;
become_independent_setup;$ACTOR$이 $RECIPIENT$에게서 해방돼 독립합니다.;;;;;;;;;;;;;
#become_independent_desc;독립합니다.;;;;;;;;;;;;;
make_puppet;괴뢰정부 수립;;;;;;;;;;;;;
make_puppet_short;$RECIPIENT$ 괴뢰정부 수립;;;;;;;;;;;;;
make_puppet_setup;$RECIPIENT$에 괴뢰정부를 수립합니다.;;;;;;;;;;;;;
make_puppet_desc;적국의 수도에 괴뢰정부를 수립합니다.;;;;;;;;;;;;;
RALLY_POINT_INFO;해당 지역을 [SUB_A7]Y합류지점[SUB_A7]W으로 설정하면 징집이 완료된 인접 부대들이 해당 지역으로 향합니다.\n(자세한 내용은 징집 지도 참조);;;;;;;;;;;;;
RALLY_POINT_ENABLE_INFO;해당 지역을 합류지점으로 설정/해제합니다.;;;;;;;;;;;;;
RALLY_POINT_MERGE_INFO;목적지에서의 병합 여부를 설정/해제합니다.\n(여단들을 해당 지역의 보급 한계까지 병합합니다.);;;;;;;;;;;;;
RALLY_POINT_PROVINCE_INFO;$PROV$ 지역은 [SUB_A7]Y합류지점[SUB_A7]W입니다.;;;;;;;;;;;;;
RALLY_POINT_PROVINCE_MERGE_INFO;징집한 모든 여단을 해당 지역에 도착할 때마다 보급 한계([SUB_A7]Y$LIMIT$[SUB_A7]W)까지 병합합니다.;;;;;;;;;;;;;
CB_ALLOWED_MAKE_PUPPET;괴뢰정부 수립;;;;;;;;;;;;;
DIPLOMACY_NEGOTIATE_SUBSTATE;[SUB_A7]Y번국[SUB_A7]W과는 협상할 수 없습니다.;;;;;;;;;;;;;
DIPLOMACY_NEGOTIATE_WE_SUBSTATE;[SUB_A7]Y번국[SUB_A7]W은 타국과 협상할 수 없습니다.;;;;;;;;;;;;;
DECL_WAR_NO_SUBSTATE;[SUB_A7]Y번국[SUB_A7]W에게는 전쟁을 선포할 수 없습니다.;;;;;;;;;;;;;
DIPLO_WE_SUBSTATE;해당 국가의 번국입니다.;;;;;;;;;;;;;
DIPLO_THEY_SUBSTATE;우리나라의 번국입니다.;;;;;;;;;;;;;
SELECT_CB_CREATION_TYPE;원하는 전쟁명분을 선택합니다.;;;;;;;;;;;;;
CB_CREATION_DETAIL;[SUB_A7]Y$TYPE$[SUB_A7]W 전쟁목표를 통해 선전포고의 정당성을 확립합니다. 해당 작업에는 약 [SUB_A7]Y$DAYS$[SUB_A7]W일이 소요됩니다.\n도중에 발각된다면 악명을 최대 [SUB_A7]R$BADBOY$[SUB_A7]W 얻습니다.;;;;;;;;;;;;;
CB_MANUFACTURE_TECH;전쟁 정당화 효율;;;;;;;;;;;;;
CB_CREATE_TECH;전쟁 정당화 효율: $VAL$;;;;;;;;;;;;;
SUPPRESSION_TECH_DESC;억제 효율: $VAL$;;;;;;;;;;;;;
CB_CREATION_TIME_DAYS;전쟁 정당화에 약 [SUB_A7]Y$DAYS$[SUB_A7]W일이 소요됩니다.;;;;;;;;;;;;;
CB_NOT_ON_PUPPETS;[SUB_A7]Y종속국[SUB_A7]W과 [SUB_A7]Y번국[SUB_A7]W에게는 전쟁을 정당화할 수 없습니다.;;;;;;;;;;;;;
CB_NOT_ON_SPHERES;우리나라의 영향권에 속한 국가에게는 전쟁을 정당화할 수 없습니다.;;;;;;;;;;;;;
NO_WAR_JUSTIFICATION;타당한 선전포고 명분이 사라지고 있습니다.;;;;;;;;;;;;;
NOT_HOSTILE_BUILD;비적대적;;;;;;;;;;;;;
ACW_NAME;분열된 집안;;;;;;;;;;;;;
ACW_DESC;연합국이 합중국에서 탈퇴를 시도하면서 북아메리카에서 내전이 격렬해졌습니다. 결과는 불확실하지만 양측 모두 철도, 전신 전보, 연발소총을 사용할 수 있으므로 새로운 형태의 전쟁이 일어날 것임을 약속합니다. 한편 유럽에서는 영국이 해상전의 혁명을 약속하는 최초의 철제 선체를 가진 증기동력 군함을 실험하고 있습니다. 세계적으로 더 많은 국가들이 산업화를 시작하면서 산업혁명이 속도를 내고 있습니다. 변화무쌍한 시대가 도래했습니다.;;;;;;;;;;;;;
EVTNAME90000;$CB_TARGET_NAME$의 위협;;;;;;;;;;;;;
EVTDESC90000;모두가 알다시피, $CB_TARGET_NAME$ 측은 우리에게서 무언가를 얻어내려 합니다. $CB_TARGET_NAME$ 측의 이유 없는 선제 공격은 이제 시간 문제이므로 선제적으로 방어 조치를 취하는 쪽이 타당합니다. 다행히 그 비열한 계획를 상세히 보도한 기사가 최근 언론에 노출되면서 대중은 우리의 대의에 힘을 보탰습니다.;;;;;;;;;;;;;
EVTOPTA90000;우리를 향해 달려오고 있다!;;;;;;;;;;;;;
EVTNAME90001;$CB_TARGET_NAME$에 대한 임무;;;;;;;;;;;;;
EVTDESC90001;다소 당혹서러운 실수로 인해 우리 병사들이 $CB_TARGET_NAME$ 군복을 입고 국경을 넘으려려다 $CB_TARGET_NAME$ 당국에 체포됐습니다. 체포당한 병사들의 임무가 침공을 정당화하고자 국경 사건을 일으키는 것이라는 소문은 전혀 사실무근이지만, 당장은 화재에 장작을 공급하지 않는 쪽이 현명할 것입니다.;;;;;;;;;;;;;
EVTOPTA90001;무슨 말인가?;;;;;;;;;;;;;
EVTNAME90002;$CB_TARGET_NAME$의 압제;;;;;;;;;;;;;
EVTDESC90002;인민은 매우 오랫동안 $CB_TARGET_NAME$의 악랄한 영향력 아래에서 신음해왔습니다. 모든 당사자의 이익을 위해 $CB_TARGET_NAME$의 악행에 대한 증거를 세상에 밝히고, $CB_TARGET_NAME$ 영향권 구성국들의 이익을 위해 그들을 우리 영향권으로 끌어들여야 합니다.;;;;;;;;;;;;;
EVTOPTA90002;그들을 구원하겠다!;;;;;;;;;;;;;
EVTNAME90003;$CB_TARGET_NAME$의 압제;;;;;;;;;;;;;
EVTDESC90003;$CB_TARGET_NAME$이 득이 되지 않는다는 꾸며내지 않은 증거가 아주 많으나, 가난한 소국들을 $CB_TARGET_NAME$의 영향권에서 구한다는 발상에 대한 공공적이거나 국제적인 지지는 없는 것 같습니다.;;;;;;;;;;;;;
EVTOPTA90003;어리석군!;;;;;;;;;;;;;
EVTNAME90004;$CB_TARGET_NAME$ 보호;;;;;;;;;;;;;
EVTDESC90004;우리나라 같은 강대국의 보호가 없으면 $CB_TARGET_NAME$에 무슨 일이든 일어날 수 있습니다. 단기간 동안 반감을 가질 수도 있겠지만, $CB_TARGET_NAME$을 보호하려면 영향권에 편입해야만 합니다. $CB_TARGET_NAME$의 감각이라면 분명 강대국이 될 것입니다.;;;;;;;;;;;;;
EVTOPTA90004;여기서 당신들을 돕겠소.;;;;;;;;;;;;;
EVTNAME90005;$CB_TARGET_NAME$의 낭패;;;;;;;;;;;;;
EVTDESC90005;그저 영향권 편입을 통해 $CB_TARGET_NAME$을 돕고 싶었을 뿐이지만, 그들은 이에 대해 매우 흥분했습니다. 모든 관련자에게는 불미스러운 일이지만, 그들의 반응은 오히려 국제 여론이 $CB_TARGET_NAME$이 $COUNTRY$의 번영에 동참하도록 강요하는 상황에 반대하도록 만들었습니다.;;;;;;;;;;;;;
EVTOPTA90005;옳은 결정이다.;;;;;;;;;;;;;
EVTNAME90006;$CB_TARGET_NAME$ 제국주의의 종말;;;;;;;;;;;;;
EVTDESC90006;왜 $CB_TARGET_NAME$만이 주요 식민지를 독차지해야 합니까? 완벽히 불공평한 처사이고, 바로 그렇습니다! $CB_TARGET_NAME$은 아마도 원주민을 제대로 활용하지도, 교육시키지도 못하고 있을 것입니다! 무언가 조치를 취해야 합니다. 우리나라도 양지바른 곳을 차지할 자격이 있습니다!;;;;;;;;;;;;;
EVTOPTA90006;옳은 결정이다.;;;;;;;;;;;;;
EVTNAME90007;식민지 반동;;;;;;;;;;;;;
EVTDESC90007;우리나라의 정당한 요구가 온건하나 우리나라와 $CB_TARGET_NAME$ 간의 식민지 균형 재조정에 대한 국제사회의 지원은 없는 것 같습니다. 지금은 차질이 빚어지고 있지만, 언젠가 해가 지지 않는 제국을 이룩하리라는 점은 의심의 여지가 없습니다.;;;;;;;;;;;;;
EVTOPTA90007;알았다.;;;;;;;;;;;;;
EVTNAME90008;행동할 시간!;;;;;;;;;;;;;
EVTDESC90008;모두가 동의하듯이 $CB_TARGET_NAME$은 자신의 분수를 모릅니다. 너무 오랫동안 원하는 것을 할 수 있다고 생각하면서 세계무대를 거닐었습니다. 다행스럽게도, 드디어 다른 국가들도 우리나라처럼 바로 $CB_TARGET_NAME$의 콧대를 납작하게 만들어야 한다고 생각하고 있고, 국민도 이를 확고하게 지지하고 있습니다. ;;;;;;;;;;;;;
EVTOPTA90008;좋은 소식이군.;;;;;;;;;;;;;
EVTNAME90009;그릇된 바보들!;;;;;;;;;;;;;
EVTDESC90009;$CB_TARGET_NAME$의 자만심이 명백히 드러났지만, 다른 국가들은 이를 보지 못하고 있습니다. $CB_TARGET_NAME$이 외치는 이른바 주권은 우리에게 결정권을 맡기지 않고 스스로 군대를 가지고 스스로의 뜻대로 하도록 허용합니다. 이는 심지어 우리가 오만한 자임을 넌지시 암시하기도 합니다!;;;;;;;;;;;;;
EVTOPTA90009;옳은 결정이다.;;;;;;;;;;;;;
VOTER_ISSUES;유권자 쟁점;;;;;;;;;;;;;
OL_VIEW_NATFOCUS;[SUB_A7]Y국민중점[SUB_A7]W의 표시를 전환합니다.;;;;;;;;;;;;;
OL_VIEW_NATFOCUS_HEADER;국민중점;;;;;;;;;;;;;
OL_VIEW_NATFOCUS_TOOLTIP;[SUB_A7]Y$STATE$[SUB_A7]W의 국민중점: [SUB_A7]Y$FOCUS$[SUB_A7]W;;;;;;;;;;;;;
OL_VIEW_RALLYPOINTS;[SUB_A7]Y합류지점[SUB_A7]W의 표시를 전환합니다.;;;;;;;;;;;;;
OL_VIEW_RALLYPOINTS_HEADER;합류지점;;;;;;;;;;;;;
OL_VIEW_RALLYPOINTS_TOOLTIP;징집이 완료된 인접 부대들이 해당 [SUB_A7]Y$PROV$[SUB_A7]W 지역으로 향합니다.;;;;;;;;;;;;;
OL_VIEW_RALLYPOINTS_MERGE_TOOLTIP; 그리고 해당 지역에 도착할 때마다 보급 한계([SUB_A7]Y$LIMIT$[SUB_A7]W)까지 병합합니다.;;;;;;;;;;;;;
OL_VIEW_MERGE_ON;[SUB_A7]Y(병합 켜짐)[SUB_A7]W;;;;;;;;;;;;;
OL_VIEW_MERGE_OFF;[SUB_A7]Y(병합 꺼짐)[SUB_A7]W;;;;;;;;;;;;;
OUR_CB_DETECTED_SETUP;우리나라의 전쟁 정당화 과정이 발각됐을 때;;;;;;;;;;;;;
OUR_CB_DETECTED_HEADER;$MONARCHTITLE$;;;;;;;;;;;;;
OUR_CB_DETECTED_1;전쟁 정당화;;;;;;;;;;;;;
OUR_CB_DETECTED_2;$TARGET$에 대한;;;;;;;;;;;;;
OUR_CB_DETECTED_3;[SUB_A7]Y$CASUS$[SUB_A7]W;;;;;;;;;;;;;
OUR_CB_DETECTED_4;전쟁명분을 이용한;;;;;;;;;;;;;
OUR_CB_DETECTED_5;전쟁 정당화 시도가;;;;;;;;;;;;;
OUR_CB_DETECTED_6;발각됐습니다! 이로 인해 악명이 [SUB_A7]R$BADBOY$[SUB_A7]W 증가합니다.;;;;;;;;;;;;;
OUR_CB_DETECTED_LOG;$TARGET$에 대한 우리나라의 전쟁 정당화 과정이 발각됐습니다.;;;;;;;;;;;;;
OUR_CB_DETECTED_BTN1;확인;;;;;;;;;;;;;
OUR_CB_DETECTED_BTN2;확인;;;;;;;;;;;;;
OUR_CB_DETECTED_BTN3;참조;;;;;;;;;;;;;
OUR_CB_DETECTED_MAP;*;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_SETUP;우리나라에 대한 전쟁 정당화 과정이 발각됐을 때;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_HEADER;$MONARCHTITLE$;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_1;전쟁 정당화;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_2;우리나라에 대한;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_3;[SUB_A7]Y$CASUS$[SUB_A7]W;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_4;전쟁명분을 이용한;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_5;$COUNTRY$의 전쟁 정당화 시도가;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_6;발각됐습니다!;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_LOG;우리나라에 대한 $COUNTRY$의 전쟁 정당화 과정이 발각됐습니다.;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_BTN1;확인;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_BTN2;확인;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_BTN3;참조;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_MAP;*;;;;;;;;;;;;;
OTHERS_CB_DETECTED_SETUP;한 국가에 대한 다른 국가의 전쟁 정당화 과정이 발각됐을 때;;;;;;;;;;;;;
OTHERS_CB_DETECTED_HEADER;$MONARCHTITLE$;;;;;;;;;;;;;
OTHERS_CB_DETECTED_1;전쟁 정당화;;;;;;;;;;;;;
OTHERS_CB_DETECTED_2;$TARGET$에 대한;;;;;;;;;;;;;
OTHERS_CB_DETECTED_3;[SUB_A7]Y$CASUS$[SUB_A7]W;;;;;;;;;;;x
OTHERS_CB_DETECTED_4;전쟁명분을 이용한;;;;;;;;;;;;;
OTHERS_CB_DETECTED_5;$COUNTRY$의 전쟁 정당화 시도가;;;;;;;;;;;;;
OTHERS_CB_DETECTED_6;발각됐습니다!;;;;;;;;;;;;;
OTHERS_CB_DETECTED_LOG;$TARGET$에 대한 $COUNTRY$의 전쟁 정당화 과정이 발각됐습니다.;;;;;;;;;;;;;
OTHERS_CB_DETECTED_BTN1;확인;;;;;;;;;;;;;
OTHERS_CB_DETECTED_BTN2;확인;;;;;;;;;;;;;
OTHERS_CB_DETECTED_BTN3;참조;;;;;;;;;;;;;
OTHERS_CB_DETECTED_MAP;*;*;*;*;*;*;*;;;;;;;x
CB_gen_plus;전쟁 정당화 속도 증가;;;;;;;;;;;;;
CB_gen_minus;전쟁 정당화 속도 감소;;;;;;;;;;;;;
CB_gen_plus_desc;전쟁 정당화를 더 빨리 마칠 수 있습니다.;;;;;;;;;;;;;
CB_gen_minus_desc;전쟁 정당화가 더 오래 걸립니다.;;;;;;;;;;;;;
BUILDING_AT_MAX_TERRAIN;$CURR$/$MAX$단계([SUB_A7]R$TERRAINMOD$[SUB_A7]W $TERRAIN$);;;;;;;;;;;;;
PRODUCTION_INVEST;해외 투자;;;;;;;;;;;;;
PRODUCTION_TAB_INVEST;해외 투자의 개요를 열람합니다.;;;;;;;;;;;;;
FLAG_SUBMENU_INTERESTING;흥미로운 국가로 설정합니다.;;;;;;;;;;;;;
FLAG_SUBMENU_NOTINTERESTING;[SUB_A7]Y흥미롭지 않은[SUB_A7]W 국가로 설정합니다.;;;;;;;;;;;;;
MESSAGE_TYPE_INTERESTING;흥미로움;;;;;;;;;;;;;
MESSAGE_TYPE_NOT_INTERESTING;기타;;;;;;;;;;;;;
MESSAGE_SEARCH;검색:;;;;;;;;;;;;;
MESSAGE_BUTTON_SEARCH;검색;;;;;;;;;;;;;
MESSAGE_BUTTON_CLEAR;초기화;;;;;;;;;;;;;
MESSAGE_SEARCH_TOOLTIP;[SUB_A7]Y스페이스[SUB_A7]W로 구분된 단어를 입력해 목록을 분류합니다.;;;;;;;;;;;;;
SIDEMENU_menubar_msg_settings;클릭해 전보 필터 설정을 엽니다.;;;;;;;;;;;;;
RULE_BUILD_FACTORY_INVEST;해외 공장 건설;;;;;;;;;;;;;
RULE_EXPAND_FACTORY_INVEST;해외 공장 확장;;;;;;;;;;;;;
RULE_OPEN_FACTORY_INVEST;해외 공장 가동;;;;;;;;;;;;;
RULE_BUILD_RAILWAY_INVEST;투자자의 해외 철도 건설;;;;;;;;;;;;;
RULE_CAN_INVEST_IN_POP_PROJECTS;주민의 건설계획 투자;;;;;;;;;;;;;
RULE_POP_BUILD_FACTORY_INVEST;투자자의 해외 공장 건설;;;;;;;;;;;;;
RULE_POP_EXPAND_FACTORY_INVEST;투자자의 해외 공장 확장;;;;;;;;;;;;;
RULE_POP_OPEN_FACTORY_INVEST;투자자의 해외 공장 가동;;;;;;;;;;;;;
PRODUCTION_OUR_INVEST;우리나라의 투자량: $AMOUNT$[SUB_A7]W[SUB_A4] ($PERCENTAGE$%);;;;;;;;;;;;;
MSG_FILTER_HEADER;전보 필터 설정;;;;;;;;;;;;;
MSG_FILTER_TITLE;흥미로운 국가:;;;;;;;;;;;;;
MSG_FILTER_DESELECT;전체 해제;;;;;;;;;;;;;
MSG_FILTER_BEST_GUESS;최고의 추측;;;;;;;;;;;;;
MSG_FILTER_ENEMIES;적국;;;;;;;;;;;;;
MSG_FILTER_ALLIES;동맹국;;;;;;;;;;;;;
MSG_FILTER_NEIGHBOURS;인접국;;;;;;;;;;;;;
MSG_FILTER_SPHERE;영향권;;;;;;;;;;;;;
PRODUCTION_BROWSE_INVEST;기타;;;;;;;;;;;;;
DIPLOMACY_OPINION_INVESTMENT;투자량: [SUB_A7]Y$VALUE$[SUB_A7]W[SUB_A4] ;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_HEADER;전보 필터 설정창에서 흥미로운 국가를 선택할 수 있습니다. 모든 전보와 알림은 해당 중요 국가에 대해서만 표시합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_DELAYED;[SUB_A7]Y마우스 좌클릭[SUB_A7]W으로 현재 선택한 국가를 교체합니다.\n[SUB_A7]Y마우스 우클릭[SUB_A7]W으로 다른 국가를 추가합니다.\n[SUB_A7]Y마우스 좌클릭 + 쉬프트[SUB_A7]W로 필터의 꺼짐/켜짐을 전환합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_DESELECT;목록의 모든 국가를 해제합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_BESTGUESS;최고의 추측법을 사용해 국가를 선택합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_ENEMIES;우리나라의 적국을 선택합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_ALLIES;우리나라의 동맹국을 선택합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_NEIGHBOURS;우리나라의 인접국을 선택합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_SPHERE;(강대국일 경우) 우리나라의 영향권에 속한 국가를 선택합니다.;;;;;;;;;;;;;
MSG_FILTER_TOOLTIP_CONTINENT;국토 전체가 같은 대륙에 속한 국가를 선택합니다.;;;;;;;;;;;;;
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_FOREIGN_TOOLTIP;해외 공장을 철거할 권리가 없습니다.;;;;;;;;;;;;;
INVESTMENT_PENALTY_FACTOR;타국 투자자;;;;;;;;;;;;;
SPHERE_SHARE_NOT_IN_SPHERE;어느 영향권에도 속하지 않은 국가는 세계시장에서의 판매에서 자유롭습니다.;;;;;;;;;;;;;
SPHERE_SHARE_UNCIV;비문명국은 국내에서 유통되는 자원의 [SUB_A7]Y$PERCENTAGE$%[SUB_A7]W를 영향권 맹주의 시장에 우선적으로 제공합니다.;;;;;;;;;;;;;
SPHERE_SHARE_2NDRANK;지역강국은 국내에서 유통되는 자원의 [SUB_A7]Y$PERCENTAGE$%[SUB_A7]W를 영향권 맹주의 시장에 우선적으로 제공합니다.(기본 비율: [SUB_A7]Y$BASE_PERCENTAGE$%[SUB_A7]W);;;;;;;;;;;;;
SPHERE_SHARE_CIV;문명국은 국내에서 유통되는 자원의 [SUB_A7]Y$PERCENTAGE$%[SUB_A7]W를 영향권 맹주의 시장에 우선적으로 제공합니다.(기본 비율: [SUB_A7]Y$BASE_PERCENTAGE$%[SUB_A7]W);;;;;;;;;;;;;
RULE_ALLOW_FOREIGN_INVESTMENT;해외 투자 허용;;;;;;;;;;;;;
POLITICS_DECISIONS_TAB;결정;;;;;;;;;;;;;
POLITICS_MOVEMENTS_TAB;운동;;;;;;;;;;;;;
EVTNAME90100;자유 언론에 대한 갈망;;;;;;;;;;;;;
EVTNAME90102;공공집회에 대한 갈망;;;;;;;;;;;;;
EVTNAME90104;노동조합에 대한 갈망;;;;;;;;;;;;;
EVTDESC90100;국민이 자유 언론을 갈망하고 있으며, 인접국들이 해당 개혁을 채택하면서 국민의 갈망은 더욱 강해졌습니다.;;;;;;;;;;;;;
EVTOPTA90100;아마도 잘 해결할 수 있다.;;;;;;;;;;;;;
EVTOPTB90100;절대 안된다!;;;;;;;;;;;;;
EVTDESC90102;국민이 집회권을 갈망하고 있으며, 인접국들이 해당 개혁을 채택하면서 국민의 갈망은 더욱 강해졌습니다.;;;;;;;;;;;;;
EVTDESC90104;국민이 노동조합을 갈망하고 있으며, 인접국들이 해당 개혁을 채택하면서 국민의 갈망은 더욱 강해졌습니다.;;;;;;;;;;;;;
EVTNAME90101;약속 파기;;;;;;;;;;;;;
EVTDESC90101;언론개혁 약속에도 상황은 달라지지 않았고 국민은 더 분노했습니다.;;;;;;;;;;;;;
EVTOPTA90101;정말 우울하다.;;;;;;;;;;;;;
EVTDESC90103;공공집회 허가 약속에도 상황은 달라지지 않았고 국민은 더 분노했습니다.;;;;;;;;;;;;;
EVTOPTA90103;군중이 싫다.;;;;;;;;;;;;;
EVTDESC90105;노동조합 허가 약속에도 상황은 달라지지 않았고 국민은 더 분노했습니다.;;;;;;;;;;;;;
EVTOPTA90105;죽음이 빨갱이보다 낫다!;;;;;;;;;;;;;
MOVEMENT_RADICALISM_BASE;기본값: [SUB_A7]R$VAL$[SUB_A7]W;;;;;;;;;;;;;
MOVEMENT_RADICALISM_ACCUMULATED;억제: [SUB_A7]R$VAL$[SUB_A7]W;;;;;;;;;;;;;
MOVEMENT_RADICALISM_GRANTED_REFORMS;개혁 승인: [SUB_A7]R$VAL$[SUB_A7]W;;;;;;;;;;;;;
MOVEMENT_RADICALISM_CULTURE;$CULTURE$: $VAL$;;;;;;;;;;;;;
ALREADY_SUPPRESSED;운동이 급진적이지 않으므로 억제할 수 없습니다.;;;;;;;;;;;;;
EVTNAME90900;중화;;;;;;;;;;;;;
EVTDESC90900;현재 유럽 오랑캐가 '문명국'으로 여길 만큼 충분히 발전했으므로, 유럽은 중국 전역에 걸쳐 중앙집권화를 실시하고 외국 영향력을 거부할 권리를 존중해야 합니다.;;;;;;;;;;;;;
EVTOPTA90900;다시 하나로 모여야 한다.;;;;;;;;;;;;;
EVTDESC90901;청나라의 새로운 지위가 청의 권위에 복종하도록 만들었고, 이에 대한 수용은 독립적 지위의 종식을 의미합니다.;;;;;;;;;;;;;
EVTOPTA90901;다시 하나로 모여야 한다.;;;;;;;;;;;;;
EVTOPTA90910;서양의 마차!;;;;;;;;;;;;;
SUPPRESSION_POINTS;억제점;;;;;;;;;;;;;
school_reforms;교육제도;;;;;;;;;;;;;
no_schools;교육제도 부재;;;;;;;;;;;;;
low_schools;교육제도 기본적;;;;;;;;;;;;;
acceptable_schools;교육제도 적당;;;;;;;;;;;;;
good_schools;교육제도 좋음;;;;;;;;;;;;;
no_schools_l;교육제도 부재;;;;;;;;;;;;;
low_schools_l;교육제도 기본적;;;;;;;;;;;;;
acceptable_schools_l;교육제도 적당;;;;;;;;;;;;;
good_schools_l;교육제도 좋음;;;;;;;;;;;;;
no_schools_desc;공립학교가 없습니다.;;;;;;;;;;;;;
low_schools_desc;공립학교가 드뭅니다.;;;;;;;;;;;;;
acceptable_schools_desc;공립학교가 흔합니다.;;;;;;;;;;;;;
good_schools_desc;공립학교가 매우 많습니다.;;;;;;;;;;;;;
